"gene","module","MM_own","GS_growth"
"Gohir.A08G196700","blue",0.918090376787106,-0.971189115020906
"Gohir.A11G140700","blue",0.921159123187705,-0.970969760324789
"Gohir.A12G067800","blue",0.957439226486943,-0.970890271960559
"Gohir.D06G004700","blue",0.846694425004236,-0.970763285691287
"Gohir.A13G020400","blue",0.951811810007424,-0.970525421970805
"Gohir.D03G050600","blue",0.949511202170112,-0.970499074587029
"Gohir.A05G162400","blue",0.877548195633833,-0.970432450352313
"Gohir.D13G234600","blue",0.733375528279817,-0.97034805959413
"Gohir.A06G005300","blue",0.938208164623866,-0.970062006595563
"Gohir.D13G219600","blue",0.921545486383811,-0.970028671495362
"Gohir.D13G220600","blue",0.905826342715791,-0.970017480127
"Gohir.A09G248200","blue",0.983491867045521,-0.969629977127521
"Gohir.D06G176300","blue",0.96949613485708,-0.969443867225415
"Gohir.A12G234600","blue",0.925672952335233,-0.969406075436095
"Gohir.D12G144100","blue",0.942125962866123,-0.96939215721146
"Gohir.D08G201000","blue",0.936470878622532,-0.969373484700228
"Gohir.A07G009300","blue",0.858358922602904,-0.96933023749789
"Gohir.A02G024200","blue",0.970995941795943,-0.969157259606099
"Gohir.A12G018000","blue",0.914941213189314,-0.969139873252051
"Gohir.A06G148800","blue",0.97956941205152,-0.969019423895467
"Gohir.A12G199100","blue",0.948404391930909,-0.96898231177154
"Gohir.D10G144400","blue",0.968168890543302,-0.968929836687388
"Gohir.A04G108901","blue",0.871917446962433,-0.968805495732816
"Gohir.D07G013400","blue",0.906365340913112,-0.96866192406818
"Gohir.A01G096300","blue",0.898185768220362,-0.968448783633176
"Gohir.A08G025400","blue",0.938650775432381,-0.968379678076096
"Gohir.D11G025500","blue",0.948334628180968,-0.968350032780012
"Gohir.D12G220800","blue",0.974880904900963,-0.968275682781293
"Gohir.D05G137400","blue",0.965850520164297,-0.968209519126584
"Gohir.D10G210900","blue",0.937132180633401,-0.968191367081353
"Gohir.D04G089500","blue",0.936997431364298,-0.968158133075273
"Gohir.D06G167200","blue",0.894284299595258,-0.968075040121065
"Gohir.A04G032100","blue",0.803640958957706,-0.968018007100446
"Gohir.A07G192300","blue",0.953233036413249,-0.96801663593704
"Gohir.A01G083900","blue",0.945723588117189,-0.967901486140184
"Gohir.D05G209300","blue",0.907661888322176,-0.967864188007006
"Gohir.A09G134000","blue",0.833161342878555,-0.967795523492125
"Gohir.A08G182500","blue",0.950541279200552,-0.967586119583928
"Gohir.A10G205800","blue",0.944626005708624,-0.967374379759121
"Gohir.A07G067800","blue",0.971682194577146,-0.967369243023569
"Gohir.D08G131900","blue",0.848306314384492,-0.96732706760408
"Gohir.A01G002300","blue",0.89115704136523,-0.967312240427355
"Gohir.D01G001900","blue",0.892571090210005,-0.967292252704911
"Gohir.A09G154900","blue",0.823659893572034,-0.967185662559785
"Gohir.A05G257700","blue",0.763699177537733,-0.967150370807325
"Gohir.A07G146200","blue",0.937595630563096,-0.967070906117813
"Gohir.D09G051700","blue",0.871044500552236,-0.966805609718066
"Gohir.A02G096000","blue",0.956673977841395,-0.9665757630767
"Gohir.A02G140100","blue",0.939587604072827,-0.966551246267755
"Gohir.D05G152300","blue",0.972699434579424,-0.966329351916434
"Gohir.D07G183500","blue",0.963014960625241,-0.966263368859841
"Gohir.A13G225600","blue",0.989974748335446,-0.966205401084683
"Gohir.A03G105300","blue",0.929743871435217,-0.96612455416551
"Gohir.A05G403200","blue",0.951491863327027,-0.966092965198921
"Gohir.A05G192500","blue",0.94628401335812,-0.966091512863628
"Gohir.D12G104700","blue",0.813366139268499,-0.966070791890137
"Gohir.A13G079500","blue",0.968487956558632,-0.966055655852035
"Gohir.D10G144300","blue",0.949136446863516,-0.965929066799916
"Gohir.D02G076800","blue",0.932747303961529,-0.965611452351196
"Gohir.A11G235600","blue",0.943585332232039,-0.965566196695904
"Gohir.A09G050700","blue",0.856473225334093,-0.965556341568539
"Gohir.D10G189500","blue",0.863424225382943,-0.965448204437646
"Gohir.A12G223100","blue",0.940134258437594,-0.965398784616998
"Gohir.D04G177300","blue",0.978509758068633,-0.965325608077747
"Gohir.A02G171700","blue",0.844572079896608,-0.965250382833883
"Gohir.A08G169800","blue",0.894361408936224,-0.96524476544025
"Gohir.D08G195100","blue",0.946289663808565,-0.965094256647931
"Gohir.D06G116700","blue",0.960876089066547,-0.965015341356058
"Gohir.A08G137400","blue",0.914998334240238,-0.965004881747385
"Gohir.A05G181400","blue",0.982381285146715,-0.964909735144943
"Gohir.D01G021300","blue",0.793580642992465,-0.964903235148579
"Gohir.A13G111900","blue",0.961742142898657,-0.964789645451087
"Gohir.D11G024200","blue",0.767146191088194,-0.964701298795662
"Gohir.D09G152500","blue",0.938510146502689,-0.964675928381195
"Gohir.A10G196400","blue",0.933140121430579,-0.96462457024416
"Gohir.A12G101700","blue",0.811203181929875,-0.964592384041427
"Gohir.A10G077700","blue",0.933159484775176,-0.964530795299278
"Gohir.A13G040600","blue",0.725542982585769,-0.964476296348171
"Gohir.D07G081400","blue",0.964199995079099,-0.964404515204798
"Gohir.D13G200700","blue",0.951955553415126,-0.964295106012607
"Gohir.D06G005800","blue",0.98360475847508,-0.964269205942856
"Gohir.A02G153100","blue",0.932893932537601,-0.964173712345151
"Gohir.A04G117900","blue",0.949648817871078,-0.964140992101944
"Gohir.A02G163600","blue",0.811844953266872,-0.963859071952322
"Gohir.D01G127200","blue",0.742930762430661,-0.963690255031764
"Gohir.D08G194100","blue",0.961249097081291,-0.963687639079883
"Gohir.D08G143300","blue",0.942122261238359,-0.963675061345423
"Gohir.A07G152500","blue",0.93367632986785,-0.963552097175768
"Gohir.D04G012300","blue",0.944040486989049,-0.963507870475999
"Gohir.D13G136300","blue",0.955073011970549,-0.963372846745661
"Gohir.A02G110200","blue",0.963578236308754,-0.963351465215476
"Gohir.A08G161800","blue",0.962309246297857,-0.96332657697938
"Gohir.A09G134901","blue",0.894091485824541,-0.963179880810828
"Gohir.D11G092200","blue",0.902912532477629,-0.963084285731492
"Gohir.D11G025525","blue",0.92548826738324,-0.962981842935264
"Gohir.A13G205150","blue",0.704308149429127,-0.962944217346386
"Gohir.A02G089900","blue",0.891714213504779,-0.962866176073245
"Gohir.A08G220700","blue",0.908824577316774,-0.962688771859968
"Gohir.A05G016900","blue",0.940166970171908,-0.962683125603461
"Gohir.D06G215900","blue",0.93685117171958,-0.962680626850656
"Gohir.A11G071100","blue",0.974855735143924,-0.962560844750152
"Gohir.A08G122100","blue",0.912870223540792,-0.96254924130685
"Gohir.A11G239500","blue",0.92158770506744,-0.962435766610925
"Gohir.D08G148200","blue",0.948150924576183,-0.96239089113045
"Gohir.A08G101800","blue",0.883109804834602,-0.962313149349263
"Gohir.D09G233600","blue",0.968093337070111,-0.962310125515128
"Gohir.A09G195700","blue",0.967778229017527,-0.962120746052842
"Gohir.A07G073200","blue",0.93948215093332,-0.962092469373687
"Gohir.A04G119900","blue",0.80671692725094,-0.962065741990108
"Gohir.D05G357800","blue",0.784441216512287,-0.962062238265079
"Gohir.A01G153100","blue",0.889851746960374,-0.961978450885519
"Gohir.D08G087800","blue",0.879548407882543,-0.961938957338563
"Gohir.A13G091800","blue",0.944411678539951,-0.961936115679572
"Gohir.D01G097800","blue",0.970917803926358,-0.961830831147893
"Gohir.A10G076400","blue",0.953417760875893,-0.961827097846175
"Gohir.A02G135200","blue",0.907570902306012,-0.961685888230827
"Gohir.A08G030600","blue",0.89769464633457,-0.961654271641987
"Gohir.A13G083700","blue",0.879190234839604,-0.961623630975207
"Gohir.A06G008700","blue",0.954525941246624,-0.961321887065144
"Gohir.A08G115600","blue",0.860751443561804,-0.961320166115537
"Gohir.D01G106000","blue",0.939829065664665,-0.961296798795836
"Gohir.A08G025500","blue",0.94421970655409,-0.961248714030052
"Gohir.A12G084600","blue",0.93470158629768,-0.961222110724801
"Gohir.D12G139450","blue",0.891312435956876,-0.961188255453097
"Gohir.A01G093900","blue",0.902469986249693,-0.961167937757698
"Gohir.A10G121700","blue",0.957385536788562,-0.961139817117008
"Gohir.D03G129900","blue",0.737871114938221,-0.961125031471302
"Gohir.A08G057400","blue",0.953543076292986,-0.961121666291911
"Gohir.D10G025200","blue",0.975006116621817,-0.961014021131591
"Gohir.D05G184400","blue",0.976417087608816,-0.960975265957523
"Gohir.D01G203300","blue",0.932124945497915,-0.960934463330275
"Gohir.D05G014550","blue",0.980327643128761,-0.960843875148163
"Gohir.D02G142800","blue",0.869210747849586,-0.960813302340137
"Gohir.A07G059700","blue",0.894894344285765,-0.960753154765773
"Gohir.D01G069600","blue",0.829355103391989,-0.960523202021263
"Gohir.A05G276000","blue",0.947527957530063,-0.960355226469011
"Gohir.A08G000117","blue",0.859019118223362,-0.960342385032861
"Gohir.A02G060300","blue",0.956019347800403,-0.960299848781004
"Gohir.D09G130400","blue",0.839403308240412,-0.960237861196616
"Gohir.D09G105500","blue",0.969100873842595,-0.960226796973663
"Gohir.D13G103006","blue",0.953649796760077,-0.960197688893951
"Gohir.D08G161700","blue",0.928539357175476,-0.960174100723688
"Gohir.D05G218000","blue",0.956923873537385,-0.96005593349492
"Gohir.A06G060100","blue",0.965878537034821,-0.960029991798724
"Gohir.D05G017800","blue",0.935921355491195,-0.959927789927838
"Gohir.D07G196900","blue",0.912125978808132,-0.95989653080414
"Gohir.D13G207500","blue",0.966148865015252,-0.959867470144966
"Gohir.D11G111100","blue",0.857998236632282,-0.959777833044354
"Gohir.D11G112500","blue",0.901311867936998,-0.95976426022507
"Gohir.D05G195700","blue",0.937014233312941,-0.959728328375256
"Gohir.A02G107108","blue",0.914266103003189,-0.959658144453741
"Gohir.A13G232000","blue",0.93350964571679,-0.959643547938262
"Gohir.D12G105600","blue",0.981790647619931,-0.959564889981516
"Gohir.A09G247200","blue",0.92978513185097,-0.959401922988638
"Gohir.D10G010500","blue",0.989720761860018,-0.959390537336022
"Gohir.A11G042500","blue",0.964220767152791,-0.959313926638311
"Gohir.D02G193600","blue",0.916757565652099,-0.959282029141654
"Gohir.A04G081700","blue",0.915843759832936,-0.959259604124744
"Gohir.D13G029200","blue",0.967074154379919,-0.959259439751783
"Gohir.A07G170978","blue",0.924002755983876,-0.959254297415052
"Gohir.A04G086700","blue",0.830619456474723,-0.959252790932518
"Gohir.D08G036000","blue",0.958992088647692,-0.959199273605164
"Gohir.A07G013600","blue",0.903039767691563,-0.959073932583258
"Gohir.A12G130400","blue",0.915132036089785,-0.959019808347811
"Gohir.D03G027300","blue",0.908096038059149,-0.958897818392962
"Gohir.D02G237800","blue",0.951488956339776,-0.958774327212133
"Gohir.D12G018600","blue",0.922493982001914,-0.958667737906478
"Gohir.D05G170300","blue",0.941577977831223,-0.958606683917568
"Gohir.D09G195800","blue",0.942220973080394,-0.958574099219736
"Gohir.A12G185400","blue",0.949320970813031,-0.95856818511333
"Gohir.D08G259700","blue",0.859958547438681,-0.958561544994525
"Gohir.D11G110700","blue",0.971714957630476,-0.958243378010108
"Gohir.D03G150900","blue",0.892770958702991,-0.958231955390198
"Gohir.D07G169200","blue",0.94519960791873,-0.958218129405969
"Gohir.A12G102400","blue",0.977184993820238,-0.958036304105071
"Gohir.D02G089400","blue",0.95006624272652,-0.958024272540963
"Gohir.D08G259400","blue",0.924287050564736,-0.957981411834794
"Gohir.D07G105100","blue",0.850207234043033,-0.957961172567152
"Gohir.D03G020700","blue",0.930687848788769,-0.957811765662486
"Gohir.D11G019000","blue",0.984057983201172,-0.957622565533946
"Gohir.D04G148400","blue",0.807686913754309,-0.957613687838577
"Gohir.A04G024600","blue",0.909215820178638,-0.957608116736119
"Gohir.D05G132000","blue",0.900992310431262,-0.957542724407449
"Gohir.A01G211400","blue",0.934804549621311,-0.957539517373168
"Gohir.D05G228100","blue",0.957137505356411,-0.957456505687872
"Gohir.D09G078000","blue",0.912683469238806,-0.957445103481787
"Gohir.D05G022900","blue",0.859343568137683,-0.957427070732878
"Gohir.D13G021000","blue",0.921824942848512,-0.957323628394156
"Gohir.D07G158700","blue",0.936416716117096,-0.957203053049972
"Gohir.D05G092100","blue",0.981475491606677,-0.957180909921076
"Gohir.A05G077900","blue",0.778952574372794,-0.957006147718148
"Gohir.D11G218500","blue",0.861441923489675,-0.956901496216766
"Gohir.A05G132700","blue",0.776845603779673,-0.956807108686326
"Gohir.A07G148800","blue",0.879739806358982,-0.956727547067094
"Gohir.A03G216200","blue",0.93323628241392,-0.956683954458168
"Gohir.A09G143200","blue",0.863062162877006,-0.956678967328905
"Gohir.A09G214300","blue",0.906708093608693,-0.956661724731271
"Gohir.D05G283300","blue",0.879732234198522,-0.956640134392328
"Gohir.A05G001700","blue",0.881263929568921,-0.956517062511772
"Gohir.A08G121900","blue",0.918448909928756,-0.956419804665154
"Gohir.D13G234100","blue",0.90730853860386,-0.956320309554458
"Gohir.A10G019500","blue",0.871648159410263,-0.956311436959849
"Gohir.D05G386000","blue",0.931906508704827,-0.956280267715793
"Gohir.D09G131500","blue",0.9331306513982,-0.956249576377305
"Gohir.D09G058700","blue",0.812522825318561,-0.956225648248156
"Gohir.D01G008000","blue",0.876894912446165,-0.956179726183537
"Gohir.A08G111680","blue",0.984913986585922,-0.956052474358185
"Gohir.D10G165300","blue",0.84429878140824,-0.956039670249834
"Gohir.D08G181900","blue",0.926438675146408,-0.955820977256417
"Gohir.A03G045300","blue",0.986907961393221,-0.955668855539381
"Gohir.A01G101000","blue",0.929111781506106,-0.955629331008461
"Gohir.A10G121800","blue",0.938563957526563,-0.95561246065
"Gohir.D09G224500","blue",0.942645173090557,-0.955570501021257
"Gohir.A08G181100","blue",0.959395320002564,-0.955405233094936
"Gohir.D08G170300","blue",0.95339283939541,-0.95540328178251
"Gohir.D08G237300","blue",0.874530698953937,-0.955291371365684
"Gohir.A07G086500","blue",0.966374837002235,-0.955166501818214
"Gohir.A11G314400","blue",0.973293763946747,-0.955157258777689
"Gohir.A08G176400","blue",0.936052399874373,-0.955105508285774
"Gohir.A12G068100","blue",0.965533144861208,-0.955054729278154
"Gohir.A10G066600","blue",0.940419386983221,-0.955010009385888
"Gohir.A05G038700","blue",0.94433918830357,-0.954980342432899
"Gohir.A12G103000","blue",0.932300971706846,-0.954882593877073
"Gohir.A10G031000","blue",0.748421413091684,-0.954834809124654
"Gohir.D07G142900","blue",0.852347083404116,-0.954758798709825
"Gohir.D02G132200","blue",0.89401071244689,-0.954718609897291
"Gohir.A13G105100","blue",0.970552151049813,-0.954666156892023
"Gohir.A01G134900","blue",0.820519526611689,-0.954602749759916
"Gohir.A10G192200","blue",0.972622544807103,-0.95456627409741
"Gohir.A11G094700","blue",0.947363076708838,-0.954546180628673
"Gohir.D01G071850","blue",0.944604192380464,-0.954472093998267
"Gohir.D13G079200","blue",0.957544418109746,-0.954401106741371
"Gohir.D06G160000","blue",0.863793167794317,-0.954385988963332
"Gohir.A13G026100","blue",0.980822650560785,-0.954245026800463
"Gohir.A11G100400","blue",0.922514056235096,-0.954176761292674
"Gohir.A09G201900","blue",0.932314927106135,-0.954104617553066
"Gohir.A06G168600","blue",0.928590172556384,-0.954091250773127
"Gohir.D08G191500","blue",0.795737669799547,-0.954066386642668
"Gohir.A13G079700","blue",0.856872633101594,-0.954047756462331
"Gohir.A03G039900","blue",0.933535517624152,-0.954046370505711
"Gohir.A09G108200","blue",0.955581977665142,-0.954035258481587
"Gohir.A06G111500","blue",0.956648535821122,-0.95403215393922
"Gohir.A09G157200","blue",0.932173453094989,-0.954011674071826
"Gohir.D03G128200","blue",0.927147995057373,-0.953998720148604
"Gohir.A11G024500","blue",0.88949114998987,-0.953984855604113
"Gohir.A13G195000","blue",0.940960869488517,-0.953968365852868
"Gohir.D08G225900","blue",0.898240041436672,-0.95381515841457
"Gohir.A10G071150","blue",0.983876616967298,-0.953720612318798
"Gohir.A10G051000","blue",0.899340329920656,-0.953654300701773
"Gohir.A07G090900","blue",0.954925070080716,-0.953596804984466
"Gohir.D10G026000","blue",0.868581489290482,-0.953525730227245
"Gohir.D10G074300","blue",0.957813659418292,-0.953498446397063
"Gohir.D03G090900","blue",0.938977232651866,-0.953466107995448
"Gohir.A13G201700","blue",0.976105502259011,-0.95345308024976
"Gohir.A03G035900","blue",0.83430941529382,-0.953355516356926
"Gohir.D13G181400","blue",0.970377484183436,-0.953350508514898
"Gohir.D03G043300","blue",0.974129979028004,-0.953277379870534
"Gohir.D04G110000","blue",0.914469096097368,-0.953243502123408
"Gohir.A11G019300","blue",0.979499737868003,-0.953153659753204
"Gohir.D09G103700","blue",0.866882162380347,-0.952967667202585
"Gohir.A05G184200","blue",0.762245101983915,-0.952930872038775
"Gohir.A11G059500","blue",0.933042288493178,-0.952909966550984
"Gohir.A13G024500","blue",0.920258616871259,-0.952867751057894
"Gohir.D06G193500","blue",0.9403907436046,-0.952851307266604
"Gohir.D01G093300","blue",0.929896585817451,-0.952825020378877
"Gohir.A07G101200","blue",0.801941343395594,-0.952790710347295
"Gohir.D05G306600","blue",0.85175176472504,-0.952780108369843
"Gohir.A11G019600","blue",0.9785910071136,-0.952717428178546
"Gohir.A01G197600","blue",0.944762853638369,-0.952577226123725
"Gohir.A05G305000","blue",0.950409602288064,-0.952540717029841
"Gohir.D11G182800","blue",0.916086632664771,-0.952375558969379
"Gohir.A05G188000","blue",0.952434441602184,-0.952331222677227
"Gohir.D01G212600","blue",0.916629009085369,-0.952188330493588
"Gohir.D05G014200","blue",0.894784776072236,-0.952107466142257
"Gohir.A06G032680","blue",0.917931631149388,-0.951994868443055
"Gohir.D05G095800","blue",0.959695748543648,-0.951862787196168
"Gohir.D01G200201","blue",0.913123557247696,-0.951843012091274
"Gohir.D07G056800","blue",0.949294032745065,-0.951838037056883
"Gohir.A07G190600","blue",0.907086722867753,-0.951831638409891
"Gohir.D12G173800","blue",0.945141636680997,-0.95181175509397
"Gohir.D12G118700","blue",0.913087312693839,-0.951659684203122
"Gohir.A08G056400","blue",0.979106104394868,-0.951659488787054
"Gohir.D12G037600","blue",0.81052931437672,-0.95164945516624
"Gohir.D04G187001","blue",0.938319240779614,-0.951602605951063
"Gohir.D11G046000","blue",0.931503600341304,-0.951570235022526
"Gohir.A11G268600","blue",0.956325177304314,-0.951537070146336
"Gohir.D11G075100","blue",0.964605073153856,-0.951517023971908
"Gohir.D12G119700","blue",0.883020105388724,-0.951507043276435
"Gohir.D07G148400","blue",0.947241589989481,-0.951490303146851
"Gohir.A02G081503","blue",0.939764486597266,-0.951433628063049
"Gohir.A10G176500","blue",0.949220805807368,-0.951397190947766
"Gohir.D12G235700","blue",0.921909308884859,-0.951326739748879
"Gohir.A05G135400","blue",0.954308454527351,-0.951311118204866
"Gohir.A10G077200","blue",0.959166513746126,-0.951290127017579
"Gohir.A02G117600","blue",0.75949255582792,-0.951283156148676
"Gohir.D10G215900","blue",0.921643646065495,-0.951196073206776
"Gohir.A12G035100","blue",0.821290215897584,-0.951127793169278
"Gohir.A11G295100","blue",0.968312772614532,-0.951078705558216
"Gohir.D03G009000","blue",0.870453582532069,-0.951049592508663
"Gohir.A10G024500","blue",0.968545279587625,-0.950983599814057
"Gohir.D08G181800","blue",0.948471990481001,-0.950900785245509
"Gohir.D07G144800","blue",0.926598206972202,-0.950841267688929
"Gohir.A10G051200","blue",0.918403413702867,-0.95082227062248
"Gohir.D10G146000","blue",0.75043316115026,-0.950676172264991
"Gohir.D08G213500","blue",0.9464195003209,-0.950666606766162
"Gohir.A13G060300","blue",0.924555705748064,-0.950650135580913
"Gohir.A01G034500","blue",0.95070838633035,-0.950589382690366
"Gohir.A10G027700","blue",0.89745046970323,-0.950559080762331
"Gohir.D09G018400","blue",0.969489706817645,-0.950505878131276
"Gohir.D05G187000","blue",0.848199346436217,-0.950491735474959
"Gohir.A11G254700","blue",0.766817402699449,-0.950443359054022
"Gohir.D11G033700","blue",0.939609724650901,-0.950292835478309
"Gohir.D10G200300","blue",0.926876677599859,-0.950286474059067
"Gohir.D13G191900","blue",0.96246646074002,-0.950254688637339
"Gohir.A12G236800","blue",0.987307973105259,-0.950134090887364
"Gohir.A08G141700","blue",0.929088123214969,-0.950084950674707
